00700,35,Not Detected
00700,39,Not Detected
00700,42,Not Detected
00700,46,Not Detected
00700,49,Not Detected
00700,52,Not Detected
00700,54,Not Detected
00700,56,Not Detected
00700,60,Not Detected
00700,61,Not Gen and Not Detected
00700,65,Not Detected
00700,67,Detected Good
00700,70,Not Gen and Not Detected
00700,71,Not Gen and Not Detected
00700,73,Not Detected
00700,74,Not Detected
00700,75,Not Detected
00700,80,Not Detected
00700,84,Detected Good
00700,86,Detected Good
00700,87,Not Detected
00700,89,Detected Good
00700,95,Not Detected
00700,96,Not Detected
00700,97,Not Detected
00700,99,Not Detected
00800,0,Not Gen and Not Detected
00800,4,Not Detected
00800,6,Not Detected
00800,7,Not Detected
00800,9,Not Gen and Not Detected
00800,11,Not Detected
00800,14,Not Gen and Not Detected
00800,17,Not Gen and Not Detected
00800,18,Detected Good
00800,20,Not Detected
00800,21,Detected Good
00800,22,Not Detected
00800,25,Not Detected
00800,29,Not Detected
00800,31,Not Detected
00800,33,Not Gen and Not Detected
00800,34,Not Detected
00800,36,Not Detected
00800,45,Not Detected
00800,47,Not Gen and Not Detected
00800,48,Not Detected
00800,51,Not Detected
00800,53,Detected Good
00800,64,Not Detected
00800,65,Not Detected
00800,66,Not Detected
00800,74,Detected Good
00800,78,Not Detected
00800,98,Not Detected
00900,2,Not Detected
00900,7,Not Detected
00900,8,Not Detected
00900,17,Detected Good
00900,20,Not Detected
00900,22,Not Detected
00900,26,Not Gen and Not Detected
00900,29,Not Detected
00900,30,Not Gen and Not Detected
00900,31,Not Detected
00900,33,Not Gen and Not Detected
00900,42,Not Detected
00900,45,Detected Good
00900,46,Not Detected
00900,51,Detected Good
00900,52,Not Detected
00900,53,Not Detected
00900,55,Not Detected
00900,56,Detected Good
00900,60,Not Detected
00900,61,Not Detected
00900,62,Detected Good
00900,63,Not Detected
00900,64,Not Detected
00900,67,Not Gen and Not Detected
00900,69,Detected Good
00900,71,Not Detected
00900,73,Not Gen and Not Detected
00900,76,Not Detected
00900,78,Not Detected
00900,79,Not Gen and Not Detected
00900,82,Not Detected
00900,83,Not Detected
00900,84,Not Detected
00900,85,Not Detected
00900,86,Not Detected
00900,88,Not Detected
00900,89,Not Detected
00900,95,Not Detected
00900,97,Not Detected
01000,5,Not Detected
01000,9,Not Gen and Not Detected
01000,13,Not Gen and Not Detected
01000,15,Not Gen and Not Detected
01000,18,Not Detected
01000,21,Not Detected
01000,24,Not Detected
01000,27,Detected Good
01000,29,Not Detected
01000,30,Not Detected
01000,32,Not Detected
01000,35,Not Detected
01000,38,Not Gen and Not Detected
01000,39,Not Detected
01000,44,Not Detected
01000,45,Not Detected
01000,47,Not Detected
01000,51,Not Detected
01000,53,Not Detected
01000,59,Detected Good
01000,60,Not Detected
01000,62,Not Detected
01000,66,Detected Good
01000,70,Detected Good
01000,71,Not Detected
01000,75,Not Detected
01000,80,Not Detected
01000,82,Not Gen and Not Detected
01000,84,Not Gen and Not Detected
01000,86,Not Detected
01000,89,Not Gen and Not Detected
01000,96,Not Detected
01000,98,Not Detected
01000,99,Not Gen and Not Detected
01100,12,Not Gen and Not Detected
01100,13,Not Detected
01100,15,Not Detected
01100,16,Not Detected
01100,17,Not Detected
01100,21,Not Detected
01100,24,Not Detected
01100,27,Not Gen and Not Detected
01100,28,Detected Good
01100,34,Not Detected
01100,39,Not Gen and Not Detected
01100,40,Not Detected
01100,44,Detected Good
01100,47,Not Detected
01100,48,Not Detected
01100,52,Not Gen and Not Detected
01100,56,Not Detected
01100,58,Not Detected
01100,62,Not Detected
01100,63,Not Detected
01100,65,Not Detected
01100,67,Not Detected
01100,70,Not Detected
01100,81,Not Gen and Not Detected
01100,87,Not Gen and Not Detected
01100,89,Detected Good
01100,90,Not Detected
01100,91,Not Gen and Not Detected
01100,93,Not Gen and Not Detected
01200,2,Not Detected
01200,3,Not Gen and Not Detected
01200,4,Not Detected
01200,11,Not Gen and Not Detected
01200,13,Detected Good
01200,16,Not Detected
01200,20,Not Detected
01200,26,Not Detected
01200,28,Not Detected
01200,31,Not Detected
