Total,Correct Area,Muon Gen (in Area),Muon Det (in Area),Eff - Muon Det if when Gen (in Area),False Positive - Muon Not Gen when Det (In Area),x,y,z,E
0.013534053228795528,0.013534053228795528,0.013534053228795528,0.0,0.0,0.0,-13.703614234924316,28.641860961914062,490.2085266113281,837.3042011515176
0.0025421855971217155,0.0025421855971217155,0.0025421855971217155,0.0,0.0,0.0,-10.498891830444336,42.740055084228516,526.3482666015625,286.814845208881
0.014124584384262562,0.014124584384262562,0.0,0.0,0.0,0.0,-24.957115173339844,29.829925537109375,419.7622375488281,897.2305130432413
0.04309174045920372,0.04309174045920372,0.0,0.0,0.0,0.0,-19.288711547851562,26.214317321777344,459.43853759765625,268.53314129119275
1.0,1.0,1.0,0.0,0.0,0.0,-22.773258209228516,29.342103958129883,476.222412109375,821.2028156747837
0.002747278194874525,0.002747278194874525,0.002747278194874525,0.0,0.0,0.0,-25.692188262939453,23.6779727935791,523.41650390625,275.0788978317057
0.008407783694565296,0.008407783694565296,0.0,0.0,0.0,0.0,-32.613399505615234,33.11323547363281,385.0867004394531,1189.758726172591
0.011248969472944736,0.011248969472944736,0.011248969472944736,0.0,0.0,0.0,-12.513273239135742,30.920608520507812,362.2056579589844,990.6015537076177
0.0032967710867524147,0.0032967710867524147,0.0032967710867524147,0.0,0.0,0.0,-11.128495216369629,26.999134063720703,420.805419921875,213.61960642926127
0.048787400126457214,0.048787400126457214,0.048787400126457214,0.0,0.0,0.0,-29.82726287841797,28.452529907226562,561.3763427734375,15.173326092177058
1.0,1.0,1.0,0.0,0.0,0.0,-8.597615242004395,37.275150299072266,370.3554382324219,2859.6722768933723
1.0,1.0,0.0,0.0,0.0,0.0,-20.35170555114746,21.04229736328125,395.83111572265625,220.99636284961701
1.0,1.0,0.0,0.0,0.0,0.0,-33.457054138183594,29.621788024902344,500.9297180175781,924.3410886520508
0.009049637243151665,0.009049637243151665,0.009049637243151665,0.009049637243151665,0.009049637243151665,0.0,-25.085098266601562,29.9321346282959,397.11016845703125,58.41482518588436
1.0,1.0,1.0,0.0,0.0,0.0,-7.646590709686279,27.49669075012207,421.0399475097656,1123.6226308046848
0.021084513515233994,0.021084513515233994,0.021084513515233994,0.021084513515233994,0.021084513515233994,0.0,-16.226789474487305,19.795326232910156,497.1128234863281,23.390288792649788
1.0,1.0,0.0,0.0,0.0,0.0,-32.311126708984375,37.13142395019531,475.764404296875,690.3061403724621
0.0027297206688672304,0.0027297206688672304,0.0027297206688672304,0.0,0.0,0.0,-11.796571731567383,37.1177864074707,418.1093444824219,216.21480633855222
0.0036546136252582073,0.0036546136252582073,0.0036546136252582073,0.0,0.0,0.0,-19.372655868530273,28.81497573852539,560.714111328125,207.85347688144108
0.00701642781496048,0.00701642781496048,0.0,0.0,0.0,0.0,-36.53449630737305,34.583988189697266,567.1844482421875,75.58584851290276
0.00456525944173336,0.00456525944173336,0.00456525944173336,0.0,0.0,0.0,-38.59341049194336,51.789306640625,440.1783447265625,122.37620685852323
1.0,1.0,0.0,0.0,0.0,0.0,-13.22147274017334,24.74083137512207,372.073974609375,737.9640520782588
1.0,1.0,0.0,0.0,0.0,0.0,-20.337793350219727,27.488243103027344,415.86761474609375,997.2166786236916
1.0,1.0,0.0,0.0,0.0,0.0,-18.296171188354492,28.357154846191406,462.3346252441406,264.9017973292364
0.13959012925624847,0.13959012925624847,0.13959012925624847,0.0,0.0,0.0,-21.924806594848633,52.90361785888672,423.3863830566406,86.20292710262274
1.0,1.0,1.0,0.0,0.0,0.0,-7.730730056762695,37.06570053100586,500.4875183105469,382.12932730516025
0.003752740565687418,0.003752740565687418,0.003752740565687418,0.0,0.0,0.0,-21.694107055664062,22.606840133666992,567.1603393554688,2586.2837356736145
0.010565608739852905,0.010565608739852905,0.010565608739852905,0.0,0.0,0.0,-19.75702476501465,26.530654907226562,414.60919189453125,968.9555096118481
1.0,1.0,0.0,0.0,0.0,0.0,-24.035825729370117,44.09943771362305,360.9085388183594,652.2429658224864
1.0,1.0,1.0,0.0,0.0,0.0,-28.075267791748047,22.467811584472656,509.1617126464844,641.8353206213541
0.021365487948060036,0.021365487948060036,0.0,0.0,0.0,0.0,-26.021724700927734,28.88861083984375,556.707763671875,12.822897227921171
1.0,1.0,1.0,1.0,1.0,0.0,-25.75636100769043,37.844261169433594,384.096923828125,966.4522739710548
0.003806216875091195,0.003806216875091195,0.003806216875091195,0.003806216875091195,0.003806216875091195,0.0,-24.43535614013672,22.626304626464844,386.3507995605469,112.1093175290265
1.0,1.0,1.0,0.0,0.0,0.0,-17.130510330200195,25.49581527709961,504.4371643066406,447.3107888292578
0.05724067613482475,0.05724067613482475,0.05724067613482475,0.05724067613482475,0.05724067613482475,0.0,-35.836673736572266,35.14673614501953,386.90081787109375,221.79766525523596
1.0,1.0,1.0,0.0,0.0,0.0,-13.356534004211426,45.229095458984375,534.9943237304688,1037.1597902544631
1.0,1.0,1.0,0.0,0.0,0.0,-28.32805633544922,24.611011505126953,388.6867980957031,786.2820347869813
1.0,1.0,1.0,0.0,0.0,0.0,-26.297983169555664,23.124523162841797,533.834716796875,1553.6864378566388
0.015683691948652267,0.015683691948652267,0.015683691948652267,0.015683691948652267,0.015683691948652267,0.0,-17.04725456237793,41.56925582885742,371.70318603515625,44.16463451848948
1.0,1.0,0.0,0.0,0.0,0.0,-20.733980178833008,24.707136154174805,421.6200866699219,696.3407299977515
1.0,1.0,1.0,0.0,0.0,0.0,-24.964496612548828,30.185091018676758,496.38128662109375,872.4584132456238
0.0061579118482768536,0.0061579118482768536,0.0,0.0,0.0,0.0,-34.97105026245117,24.05638885498047,363.0354309082031,73.06961580795283
1.0,1.0,0.0,0.0,0.0,0.0,-19.065580368041992,24.894590377807617,422.430908203125,271.4713395869668
0.001784556545317173,0.001784556545317173,0.001784556545317173,0.0,0.0,0.0,-21.23613929748535,33.539249420166016,486.7507019042969,375.06122122410096
0.01039968989789486,0.01039968989789486,0.01039968989789486,0.01039968989789486,0.01039968989789486,0.0,-18.785110473632812,51.010433197021484,384.67706298828125,64.6778055571401
0.008657106198370457,0.008657106198370457,0.008657106198370457,0.0,0.0,0.0,-12.157649993896484,36.19051742553711,503.29388427734375,329.500245805741
0.029234690591692924,0.029234690591692924,0.029234690591692924,0.0,0.0,0.0,-14.358858108520508,38.97195053100586,414.8111572265625,351.7135081372115
0.03246435150504112,0.03246435150504112,0.03246435150504112,0.0,0.0,0.0,-46.17291259765625,26.116931915283203,524.7766723632812,273.12285431082745
1.0,1.0,1.0,0.0,0.0,0.0,-9.126131057739258,49.08047866821289,487.91241455078125,641.2300746245018
0.0035679624415934086,0.0035679624415934086,0.0035679624415934086,0.0035679624415934086,0.0035679624415934086,0.0,-43.34314727783203,19.0864315032959,383.0024108886719,170.29594968817852
0.03321537747979164,0.03321537747979164,0.0,0.0,0.0,0.0,-41.58863067626953,22.281574249267578,464.08111572265625,288.1575424341936
0.0022616672795265913,0.0022616672795265913,0.0022616672795265913,0.0,0.0,0.0,-13.684576988220215,21.509550094604492,427.5855407714844,152.24403981173853
0.002586768940091133,0.002586768940091133,0.002586768940091133,0.0,0.0,0.0,-35.6363410949707,20.044971466064453,451.56964111328125,217.44302450402367
1.0,1.0,1.0,1.0,1.0,0.0,-8.88575267791748,21.593996047973633,368.4979553222656,743.7762703799075
0.009985784068703651,0.009985784068703651,0.009985784068703651,0.0,0.0,0.0,-24.163381576538086,20.6321964263916,415.9757080078125,838.9282855434831
0.004060306120663881,0.004060306120663881,0.004060306120663881,0.004060306120663881,0.004060306120663881,0.0,-15.8873291015625,33.76301574707031,366.6379089355469,80.68509784523697
1.0,1.0,1.0,1.0,1.0,0.0,-20.11909294128418,52.058685302734375,370.1712341308594,181.73625018242873
1.0,1.0,1.0,0.0,0.0,0.0,-25.834074020385742,31.935670852661133,444.5068054199219,677.6688231553594
0.00314165186136961,0.00314165186136961,0.0,0.0,0.0,0.0,-27.173721313476562,28.24593734741211,457.4380187988281,129.54615457548965
1.0,1.0,0.0,0.0,0.0,0.0,-23.612266540527344,32.303192138671875,476.0341491699219,523.1195621019413
0.027706235647201538,0.027706235647201538,0.027706235647201538,0.027706235647201538,0.027706235647201538,0.0,-21.260406494140625,48.02222442626953,437.94732666015625,325.3435182054682
1.0,1.0,1.0,0.0,0.0,0.0,-38.546661376953125,41.67762756347656,484.227294921875,664.6343646968553
0.00579530606046319,0.00579530606046319,0.0,0.00579530606046319,0.0,0.00579530606046319,-19.522480010986328,28.262508392333984,444.15362548828125,123.0776675752919
1.0,1.0,1.0,0.0,0.0,0.0,-12.028099060058594,30.695646286010742,361.7298278808594,817.4678405852953
0.0017069827299565077,0.0017069827299565077,0.0017069827299565077,0.0,0.0,0.0,-11.51891040802002,20.091562271118164,441.7641906738281,144.9101276112824
0.0072725024074316025,0.0072725024074316025,0.0072725024074316025,0.0,0.0,0.0,-45.000205993652344,35.039588928222656,525.1468505859375,79.91925979111109
1.0,1.0,1.0,0.0,0.0,0.0,-34.092227935791016,35.330108642578125,462.0938415527344,623.3841075346505
0.0009704491239972413,0.0009704491239972413,0.0009704491239972413,0.0,0.0,0.0,-32.665733337402344,40.04094314575195,475.0704040527344,631.4484593729437
0.010569622740149498,0.010569622740149498,0.010569622740149498,0.0,0.0,0.0,-8.750833511352539,31.56292724609375,531.9240112304688,685.9109859394133
1.0,1.0,1.0,0.0,0.0,0.0,-17.25035858154297,48.40595245361328,462.7374572753906,459.2289556482125
1.0,1.0,1.0,0.0,0.0,0.0,-10.344243049621582,23.864423751831055,494.9766540527344,557.3739811421368
1.0,1.0,1.0,0.0,0.0,0.0,-23.43501853942871,30.217056274414062,406.0732116699219,859.7771837977369
0.004178840201348066,0.004178840201348066,0.004178840201348066,0.0,0.0,0.0,-34.546424865722656,19.631732940673828,427.5724792480469,132.62774556969134
0.004312797449529171,0.004312797449529171,0.004312797449529171,0.0,0.0,0.0,-26.341093063354492,49.23575973510742,373.4930725097656,148.60843547536462
0.002062292769551277,0.002062292769551277,0.002062292769551277,0.0,0.0,0.0,-35.09907531738281,21.1004581451416,381.0806579589844,309.34196903101633
0.015252681449055672,0.015252681449055672,0.0,0.0,0.0,0.0,-40.929866790771484,34.95372009277344,481.2870788574219,45.4108666103754
0.001996170962229371,0.001996170962229371,0.001996170962229371,0.0,0.0,0.0,-8.506497383117676,17.248924255371094,385.07769775390625,240.01459103774837
1.0,1.0,0.0,0.0,0.0,0.0,-33.68252182006836,37.808021545410156,557.61865234375,159.18166573773075
0.011046551167964935,0.011046551167964935,0.011046551167964935,0.011046551167964935,0.011046551167964935,0.0,-43.61517333984375,19.375211715698242,368.9947204589844,55.13368991586743
0.0024254824966192245,0.0024254824966192245,0.0024254824966192245,0.0,0.0,0.0,-30.491161346435547,44.07731628417969,527.244384765625,270.4621393155055
1.0,1.0,1.0,1.0,1.0,0.0,-11.103035926818848,47.439231872558594,361.715087890625,516.7510544710226
0.04965749755501747,0.04965749755501747,0.04965749755501747,0.0,0.0,0.0,-43.033103942871094,40.586307525634766,466.27886962890625,14.464221849791413
1.0,1.0,0.0,0.0,0.0,0.0,-15.575812339782715,19.123632431030273,469.1487121582031,764.9035409669207
0.0015513120451942086,0.0015513120451942086,0.0015513120451942086,0.0015513120451942086,0.0015513120451942086,0.0,-7.858486652374268,34.07292556762695,455.976318359375,280.1662103475152
0.008566143922507763,0.008566143922507763,0.008566143922507763,0.008566143922507763,0.008566143922507763,0.0,-17.59490966796875,39.296875,380.1495666503906,57.10741833004275
1.0,1.0,1.0,0.0,0.0,0.0,-27.001117706298828,33.0633544921875,412.4363098144531,859.3706327835405
0.02377851866185665,0.02377851866185665,0.02377851866185665,0.0,0.0,0.0,-18.82124900817871,30.30683708190918,536.9862670898438,362.1228150166052
0.015257094986736774,0.015257094986736774,0.015257094986736774,0.0,0.0,0.0,-39.56330871582031,42.46649169921875,385.550048828125,37.917807094689095
0.027474457398056984,0.027474457398056984,0.027474457398056984,0.0,0.0,0.0,-12.014103889465332,38.28662872314453,495.85284423828125,416.4652011233095
0.02756466530263424,0.02756466530263424,0.02756466530263424,0.0,0.0,0.0,-11.45654010772705,31.251712799072266,454.55035400390625,441.16868254903227
1.0,1.0,0.0,0.0,0.0,0.0,-10.204998970031738,19.03557014465332,441.6803283691406,816.7776076642554
0.006857273634523153,0.006857273634523153,0.0,0.0,0.0,0.0,-8.088932037353516,26.459856033325195,431.5755310058594,701.9428058366398
0.008998788893222809,0.008998788893222809,0.0,0.0,0.0,0.0,-11.483511924743652,24.421836853027344,480.90460205078125,817.1345250118453
0.01282110158354044,0.01282110158354044,0.0,0.0,0.0,0.0,-33.29861831665039,39.23829650878906,572.9330444335938,25.384661708615376
0.0012394365621730685,0.0012394365621730685,0.0012394365621730685,0.0,0.0,0.0,-35.687889099121094,25.3477725982666,449.8946533203125,434.41584606338444
1.0,1.0,0.0,0.0,0.0,0.0,-12.755254745483398,41.24905776977539,487.83135986328125,497.4919870982406
0.02168937213718891,0.02168937213718891,0.02168937213718891,0.02168937213718891,0.02168937213718891,0.0,-18.89606285095215,32.93735885620117,465.05987548828125,25.94204238486937
0.01305049192160368,0.01305049192160368,0.01305049192160368,0.0,0.0,0.0,-19.126399993896484,25.29840660095215,566.1326904296875,947.9532649934109
0.004331732634454966,0.004331732634454966,0.004331732634454966,0.0,0.0,0.0,-11.343620300292969,37.9856071472168,513.916259765625,156.52190267984437
1.0,1.0,1.0,0.0,0.0,0.0,-20.00420379638672,23.67706871032715,497.0387268066406,328.8566037609925
1.0,1.0,1.0,0.0,0.0,0.0,-8.70314884185791,31.695003509521484,387.0498046875,343.70079322862455
0.0005127706681378186,0.0005127706681378186,0.0005127706681378186,0.0,0.0,0.0,-13.40117073059082,32.31088638305664,478.2070617675781,623.5077052257571
1.0,1.0,1.0,0.0,0.0,0.0,-8.567498207092285,26.754047393798828,445.8028564453125,774.7346267464578
1.0,1.0,1.0,0.0,0.0,0.0,-13.721227645874023,20.526086807250977,382.8963928222656,484.5039079847843
0.05431035906076431,0.05431035906076431,0.0,0.0,0.0,0.0,-41.75181579589844,41.9715690612793,359.09552001953125,12.586606797091553
1.0,1.0,0.0,0.0,0.0,0.0,-14.827753067016602,17.818130493164062,461.2816467285156,568.6683997066297
0.006638317834585905,0.006638317834585905,0.006638317834585905,0.0,0.0,0.0,-13.151090621948242,38.903446197509766,499.6462097167969,963.3442208555932
0.04914719611406326,0.04914719611406326,0.04914719611406326,0.04914719611406326,0.04914719611406326,0.0,-41.443115234375,24.5929012298584,395.3216247558594,208.97288145342773
1.0,1.0,0.0,0.0,0.0,0.0,-43.06675720214844,45.83761978149414,438.35992431640625,322.0770221767807
0.009335655719041824,0.009335655719041824,0.009335655719041824,0.0,0.0,0.0,-22.25002098083496,17.726167678833008,383.1319274902344,1123.2450632263574
0.007375576999038458,0.007375576999038458,0.007375576999038458,0.007375576999038458,0.007375576999038458,0.0,-28.48488426208496,35.96471405029297,426.04962158203125,96.58537802753837
0.026339765638113022,0.026339765638113022,0.0,0.0,0.0,0.0,-28.7382755279541,40.708595275878906,503.27978515625,403.05124005970583
0.0021556271240115166,0.0021556271240115166,0.0021556271240115166,0.0021556271240115166,0.0021556271240115166,0.0,-35.0411491394043,20.705476760864258,389.4872741699219,296.2735112671951
0.0019010634860023856,0.0019010634860023856,0.0019010634860023856,0.0,0.0,0.0,-30.276988983154297,28.54889488220215,490.190673828125,197.05500473090908
0.1377083957195282,0.1377083957195282,0.1377083957195282,0.0,0.0,0.0,-22.247167587280273,49.62395477294922,420.9588623046875,82.92894835924469
0.006290176417678595,0.006290176417678595,0.006290176417678595,0.0,0.0,0.0,-10.60251235961914,38.918663024902344,513.10107421875,1641.8026420324468
1.0,1.0,0.0,1.0,0.0,1.0,-31.779308319091797,38.21554183959961,390.89031982421875,436.3365022358664
0.0014512191992253065,0.0014512191992253065,0.0014512191992253065,0.0,0.0,0.0,-22.56365394592285,17.57208824157715,403.5985107421875,517.8885786623114
0.005257731303572655,0.005257731303572655,0.0,0.0,0.0,0.0,-13.740293502807617,25.586233139038086,366.2995910644531,1438.0490820144094
0.015681516379117966,0.015681516379117966,0.015681516379117966,0.0,0.0,0.0,-7.28805685043335,29.089712142944336,525.0118408203125,283.79369469322086
1.0,1.0,0.0,0.0,0.0,0.0,-8.622365951538086,37.38250732421875,509.9834899902344,2859.6722768933723
1.0,1.0,1.0,0.0,0.0,0.0,-19.12903594970703,40.31922912597656,436.95831298828125,472.6976485295952
0.04601699858903885,0.04601699858903885,0.04601699858903885,0.0,0.0,0.0,-11.132634162902832,42.64199447631836,421.5230407714844,177.7962768877211
1.0,1.0,1.0,0.0,0.0,0.0,-9.863139152526855,52.52444839477539,501.6014099121094,85.22344780684367
1.0,1.0,1.0,0.0,0.0,0.0,-13.479019165039062,30.50291633605957,435.7068176269531,296.51510658962604
1.0,1.0,1.0,0.0,0.0,0.0,-17.023433685302734,21.01559829711914,440.17047119140625,460.5492352780139
0.004012937657535076,0.004012937657535076,0.004012937657535076,0.0,0.0,0.0,-46.164283752441406,43.454010009765625,403.9356384277344,40.86508299717173
1.0,1.0,1.0,0.0,0.0,0.0,-15.153057098388672,25.372039794921875,408.6792907714844,1416.4604678068115
1.0,1.0,1.0,0.0,0.0,0.0,-17.173601150512695,22.143569946289062,522.0389404296875,429.92258449311447
1.0,1.0,0.0,0.0,0.0,0.0,-12.20167064666748,22.44887924194336,429.15069580078125,716.6960833017367
0.04952990636229515,0.04952990636229515,0.04952990636229515,0.0,0.0,0.0,-8.68000316619873,42.2487678527832,482.5108947753906,244.04102076539607
0.006582138128578663,0.006582138128578663,0.006582138128578663,0.006582138128578663,0.006582138128578663,0.0,-7.835647106170654,31.078866958618164,410.0915222167969,60.396577438456646
0.003446726594120264,0.003446726594120264,0.003446726594120264,0.0,0.0,0.0,-12.328413009643555,26.48941421508789,427.1822204589844,216.9599392568189
0.0014379770727828145,0.0014379770727828145,0.0014379770727828145,0.0,0.0,0.0,-17.026071548461914,39.59831619262695,514.51806640625,428.7170756402343
1.0,1.0,1.0,1.0,1.0,0.0,-25.24974250793457,24.41460418701172,417.9185791015625,164.4652682815039
0.015908896923065186,0.015908896923065186,0.015908896923065186,0.0,0.0,0.0,-24.367019653320312,34.15962219238281,394.4902648925781,659.5677521551886
0.02452290803194046,0.02452290803194046,0.02452290803194046,0.02452290803194046,0.02452290803194046,0.0,-24.279756546020508,17.945262908935547,429.451171875,396.6278257211146
0.023558877408504486,0.023558877408504486,0.023558877408504486,0.023558877408504486,0.023558877408504486,0.0,-10.6534423828125,49.31465148925781,439.2991943359375,11.442200479983386
1.0,1.0,1.0,0.0,0.0,0.0,-20.368223190307617,27.52942657470703,488.47930908203125,997.2166786236916
1.0,1.0,1.0,1.0,1.0,0.0,-12.90351676940918,17.75006103515625,393.077880859375,2412.5981472156923
0.0022836539428681135,0.0022836539428681135,0.0,0.0,0.0,0.0,-8.63758373260498,33.1791877746582,504.8832702636719,201.52289251855547
0.0038903220556676388,0.0038903220556676388,0.0038903220556676388,0.0,0.0,0.0,-17.65086555480957,36.626914978027344,498.9629821777344,176.52737440907876
1.0,1.0,1.0,1.0,1.0,0.0,-7.265478134155273,42.9150390625,453.81719970703125,166.4964047464753
0.01575450785458088,0.01575450785458088,0.01575450785458088,0.0,0.0,0.0,-19.50652503967285,28.873855590820312,389.2286682128906,742.0235062723067
0.0033917385153472424,0.0033917385153472424,0.0033917385153472424,0.0,0.0,0.0,-42.01496887207031,41.870216369628906,414.0339050292969,183.89415074790566
0.050882525742053986,0.050882525742053986,0.050882525742053986,0.0,0.0,0.0,-41.03590393066406,21.76236915588379,464.2242736816406,102.20403440150758
0.013475452549755573,0.013475452549755573,0.013475452549755573,0.0,0.0,0.0,-36.98772430419922,26.696422576904297,558.0942993164062,41.396821178264126
1.0,1.0,1.0,0.0,0.0,0.0,-35.714500427246094,21.06698226928711,534.8683471679688,246.73327444990832
0.0011591764632612467,0.0011591764632612467,0.0011591764632612467,0.0011591764632612467,0.0011591764632612467,0.0,-14.613762855529785,23.437307357788086,373.05743408203125,273.26533360214853
0.003998445812612772,0.003998445812612772,0.003998445812612772,0.003998445812612772,0.003998445812612772,0.0,-21.599319458007812,31.709928512573242,472.7483825683594,147.5660712534475
1.0,1.0,1.0,0.0,0.0,0.0,-9.696918487548828,30.451221466064453,483.2677001953125,713.8909014006747
0.012976794503629208,0.012976794503629208,0.012976794503629208,0.012976794503629208,0.012976794503629208,0.0,-35.899471282958984,50.56064224243164,432.9639892578125,35.16947697227423
0.012361499480903149,0.012361499480903149,0.0,0.0,0.0,0.0,-15.322348594665527,50.430843353271484,464.7821044921875,618.5995130275503
1.0,1.0,1.0,1.0,1.0,0.0,-37.6875114440918,29.57745933532715,381.0580749511719,614.6166330798793
0.025787854567170143,0.025787854567170143,0.025787854567170143,0.0,0.0,0.0,-39.05607986450195,21.076221466064453,557.0010986328125,315.89304875086344
1.0,1.0,0.0,0.0,0.0,0.0,-16.96759605407715,26.992645263671875,400.4671325683594,2055.7335981828737
0.03480653092265129,0.03480653092265129,0.0,0.0,0.0,0.0,-20.995012283325195,35.704288482666016,537.3864135742188,289.85032730795945
0.010484486818313599,0.010484486818313599,0.0,0.0,0.0,0.0,-10.356438636779785,18.534170150756836,497.8409423828125,1202.4644699171292
0.006286317482590675,0.006286317482590675,0.006286317482590675,0.006286317482590675,0.006286317482590675,0.0,-45.11607360839844,21.934154510498047,408.0720520019531,74.92873508021755
1.0,1.0,1.0,0.0,0.0,0.0,-15.883834838867188,35.87428665161133,524.8067626953125,867.7977678313143
0.02512393146753311,0.02512393146753311,0.02512393146753311,0.0,0.0,0.0,-14.527091026306152,23.04361915588379,523.8463745117188,459.187389116775
1.0,1.0,1.0,0.0,0.0,0.0,-9.123265266418457,24.022090911865234,399.2892150878906,1585.6916289486137
0.0006337273516692221,0.0006337273516692221,0.0006337273516692221,0.0,0.0,0.0,-8.255179405212402,27.809585571289062,377.05810546875,817.4892959201215
1.0,1.0,1.0,0.0,0.0,0.0,-15.266639709472656,19.132320404052734,497.4388122558594,1346.0891599627066
1.0,1.0,1.0,0.0,0.0,0.0,-25.046628952026367,18.002166748046875,480.4195556640625,228.40744042136075
