Total,Correct Area,Muon Gen (in Area),Muon Det (in Area),Eff - Muon Det if when Gen (in Area),False Positive - Muon Not Gen when Det (In Area)
30.710179208224872,17.658137144782813,15.355924216506537,5.080393811600516,5.079907563980669,0.00048624761984683573
35.04741056601051,17.609488607617095,11.511478234955575,4.080065413378179,4.080065413378179,0.0
37.98011588060763,19.685236309480388,14.62158049090067,7.402491224580444,6.396695918519981,1.0057953060604632
33.998791709396755,20.409552779601654,16.345793563028565,3.1131834998959675,3.1131834998959675,0.0
32.831478013831656,22.294884821225423,9.116466396313626,3.39643395942403,2.3558086293633096,1.0406253300607204
34.016485242405906,19.354947632586118,16.270947818353307,3.037143912515603,3.037143912515603,0.0
32.03710535587743,21.563099585764576,17.379663220781367,6.139018799876794,6.134618202922866,0.004400596953928471
37.82094670535298,22.51962409442058,20.47883304039715,4.26064914453309,4.26064914453309,0.0
31.97964743769262,20.546455618808977,16.370091525255702,5.228335907857399,5.2254571404191665,0.0028787674382328987
25.28228325204691,17.571487256791443,14.450153283309191,2.2344989241682924,2.2344989241682924,0.0
36.50027720275102,20.78821470856201,18.43970802577678,1.2479407660430297,1.2479407660430297,0.0
24.484157551487442,17.865217483893503,15.511729976162314,7.091360026504844,7.088598357979208,0.002761668525636196
40.75877981202211,20.36406081262976,15.208573422627524,6.087151506682858,6.087151506682858,0.0
35.75103617331479,23.58598433213774,19.306125262519345,5.264619659399614,5.264619659399614,0.0
35.77664337592432,23.476710505841766,15.27260810037842,4.111808424349874,3.1041221616324037,1.0076862627174705
29.186422791070072,10.467064783209935,6.3604434337466955,0.19810572545975447,0.1687802760861814,0.029325449373573065
35.89497135125566,21.558842945029028,16.321887704194523,7.058369579259306,6.058369579259306,1.0
35.39935631881235,19.9495211407193,13.847471966699231,2.214220680645667,1.214220680645667,1.0
31.15343827282777,17.672965208126698,13.631904420501087,5.102306204265915,5.098682851414196,0.003623352851718664
29.28700197368744,19.589358458004426,13.325685348245315,3.2760756362695247,2.128300578566268,1.1477750577032566
28.224293398030568,19.803432870830875,13.74742804246489,3.2039303169585764,2.2015798629727215,1.002350453985855
30.438161725905957,13.071808605222031,10.568455124506727,1.1165448180399835,1.1165448180399835,0.0
30.43814269430004,22.67063556460198,18.511082495679148,3.215438641840592,3.215438641840592,0.0
27.58893284952501,13.6287307976163,11.391371655045077,1.202523338375613,1.202523338375613,0.0
31.891351977334125,12.584083516412647,7.326499980437802,3.126460856234189,2.099303694849368,1.027157161384821
35.16102397686336,17.770758163067512,15.450631111627445,2.3353195947711356,2.3353195947711356,0.0
30.05665365792811,13.739873253449332,9.493832473584916,1.2292574274470098,1.1891006718506105,0.04015675559639931
23.171557216905057,10.465795853349846,7.280600149591919,3.088469472480938,3.038469110848382,0.05000036163255572
34.86189635237679,21.605265305610374,17.404793255554978,5.137407439586241,5.137407439586241,0.0
31.090244574879762,16.04032812337391,14.852005702909082,6.5879856060491875,6.5879856060491875,0.0
37.65454466221854,21.77047503576614,19.590876837493852,3.356270936783403,3.356270936783403,0.0
31.134461823268794,19.676056531316135,17.59180846734671,1.1828561981674284,1.1828561981674284,0.0
30.58638415974565,18.247147343412507,12.000432837114204,2.889914456754923,2.889914456754923,0.0
32.20710630947724,13.31901400082279,12.638419074879494,3.4408400843385607,3.4408400843385607,0.0
38.64384455632535,24.443572792573832,16.28593083715532,5.097613628022373,5.097613628022373,0.0
30.24306276155403,11.811800587456673,8.435589748434722,2.130932552041486,2.112127742380835,0.01880480966065079
31.96938379050698,19.610774586501066,10.435432899685111,3.1761804287089035,2.172225493355654,1.0039549353532493
24.879078885307536,17.53945779800415,10.33229901600862,5.184389860311057,4.184389860311057,1.0
36.41999642306473,16.87047843716573,16.798726725042798,2.4878051331616007,2.4878051331616007,0.0
